-2.000000 -2.000000 0.173681
-2.000000 -1.950000 0.180829
-2.000000 -1.900000 0.188321
-2.000000 -1.850000 0.196175
-2.000000 -1.800000 0.204407
-2.000000 -1.750000 0.213036
-2.000000 -1.700000 0.222081
-2.000000 -1.650000 0.231560
-2.000000 -1.600000 0.241493
-2.000000 -1.550000 0.251899
-2.000000 -1.500000 0.262796
-2.000000 -1.450000 0.274204
-2.000000 -1.400000 0.286141
-2.000000 -1.350000 0.298623
-2.000000 -1.300000 0.311665
-2.000000 -1.250000 0.325280
-2.000000 -1.200000 0.339478
-2.000000 -1.150000 0.354265
-2.000000 -1.100000 0.369640
-2.000000 -1.050000 0.385599
-2.000000 -1.000000 0.402127
-2.000000 -0.950000 0.419203
-2.000000 -0.900000 0.436792
-2.000000 -0.850000 0.454847
-2.000000 -0.800000 0.473305
-2.000000 -0.750000 0.492084
-2.000000 -0.700000 0.511085
-2.000000 -0.650000 0.530184
-2.000000 -0.600000 0.549234
-2.000000 -0.550000 0.568065
-2.000000 -0.500000 0.586480
-2.000000 -0.450000 0.604260
-2.000000 -0.400000 0.621165
-2.000000 -0.350000 0.636940
-2.000000 -0.300000 0.651321
-2.000000 -0.250000 0.664046
-2.000000 -0.200000 0.674862
-2.000000 -0.150000 0.683542
-2.000000 -0.100000 0.689891
-2.000000 -0.050000 0.693762
-2.000000 0.000000 0.695063
-2.000000 0.050000 0.693762
-2.000000 0.100000 0.689891
-2.000000 0.150000 0.683542
-2.000000 0.200000 0.674862
-2.000000 0.250000 0.664046
-2.000000 0.300000 0.651321
-2.000000 0.350000 0.636940
-2.000000 0.400000 0.621165
-2.000000 0.450000 0.604260
-2.000000 0.500000 0.586480
-2.000000 0.550000 0.568065
-2.000000 0.600000 0.549234
-2.000000 0.650000 0.530184
-2.000000 0.700000 0.511085
-2.000000 0.750000 0.492084
-2.000000 0.800000 0.473305
-2.000000 0.850000 0.454847
-2.000000 0.900000 0.436792
-2.000000 0.950000 0.419203
-2.000000 1.000000 0.402127
-2.000000 1.050000 0.385599
-2.000000 1.100000 0.369640
-2.000000 1.150000 0.354265
-2.000000 1.200000 0.339478
-2.000000 1.250000 0.325280
-2.000000 1.300000 0.311665
-2.000000 1.350000 0.298623
-2.000000 1.400000 0.286141
-2.000000 1.450000 0.274204
-2.000000 1.500000 0.262796
-2.000000 1.550000 0.251899
-2.000000 1.600000 0.241493
-2.000000 1.650000 0.231560
-2.000000 1.700000 0.222081
-2.000000 1.750000 0.213036
-2.000000 1.800000 0.204407
-2.000000 1.850000 0.196175
-2.000000 1.900000 0.188321
-2.000000 1.950000 0.180829
-1.950000 -2.000000 0.174856
-1.950000 -1.950000 0.182208
-1.950000 -1.900000 0.189926
-1.950000 -1.850000 0.198029
-1.950000 -1.800000 0.206537
-1.950000 -1.750000 0.215471
-1.950000 -1.700000 0.224853
-1.950000 -1.650000 0.234704
-1.950000 -1.600000 0.245048
-1.950000 -1.550000 0.255907
-1.950000 -1.500000 0.267306
-1.950000 -1.450000 0.279267
-1.950000 -1.400000 0.291813
-1.950000 -1.350000 0.304967
-1.950000 -1.300000 0.318751
-1.950000 -1.250000 0.333182
-1.950000 -1.200000 0.348278
-1.950000 -1.150000 0.364051
-1.950000 -1.100000 0.380510
-1.950000 -1.050000 0.397656
-1.950000 -1.000000 0.415483
-1.950000 -0.950000 0.433975
-1.950000 -0.900000 0.453105
-1.950000 -0.850000 0.472828
-1.950000 -0.800000 0.493087
-1.950000 -0.750000 0.513799
-1.950000 -0.700000 0.534862
-1.950000 -0.650000 0.556144
-1.950000 -0.600000 0.577485
-1.950000 -0.550000 0.598695
-1.950000 -0.500000 0.619549
-1.950000 -0.450000 0.639792
-1.950000 -0.400000 0.659141
-1.950000 -0.350000 0.677288
-1.950000 -0.300000 0.693911
-1.950000 -0.250000 0.708682
-1.950000 -0.200000 0.721287
-1.950000 -0.150000 0.731433
-1.950000 -0.100000 0.738874
-1.950000 -0.050000 0.743418
-1.950000 0.000000 0.744947
-1.950000 0.050000 0.743418
-1.950000 0.100000 0.738874
-1.950000 0.150000 0.731433
-1.950000 0.200000 0.721287
-1.950000 0.250000 0.708682
-1.950000 0.300000 0.693911
-1.950000 0.350000 0.677288
-1.950000 0.400000 0.659141
-1.950000 0.450000 0.639792
-1.950000 0.500000 0.619549
-1.950000 0.550000 0.598695
-1.950000 0.600000 0.577485
-1.950000 0.650000 0.556144
-1.950000 0.700000 0.534862
-1.950000 0.750000 0.513799
-1.950000 0.800000 0.493087
-1.950000 0.850000 0.472828
-1.950000 0.900000 0.453105
-1.950000 0.950000 0.433975
-1.950000 1.000000 0.415483
-1.950000 1.050000 0.397656
-1.950000 1.100000 0.380510
-1.950000 1.150000 0.364051
-1.950000 1.200000 0.348278
-1.950000 1.250000 0.333182
-1.950000 1.300000 0.318751
-1.950000 1.350000 0.304967
-1.950000 1.400000 0.291813
-1.950000 1.450000 0.279267
-1.950000 1.500000 0.267306
-1.950000 1.550000 0.255907
-1.950000 1.600000 0.245048
-1.950000 1.650000 0.234704
-1.950000 1.700000 0.224853
-1.950000 1.750000 0.215471
-1.950000 1.800000 0.206537
-1.950000 1.850000 0.198029
-1.950000 1.900000 0.189926
-1.950000 1.950000 0.182208
-1.900000 -2.000000 0.175863
-1.900000 -1.950000 0.183415
-1.900000 -1.900000 0.191354
-1.900000 -1.850000 0.199703
-1.900000 -1.800000 0.208484
-1.900000 -1.750000 0.217720
-1.900000 -1.700000 0.227438
-1.900000 -1.650000 0.237661
-1.900000 -1.600000 0.248418
-1.900000 -1.550000 0.259735
-1.900000 -1.500000 0.271642
-1.900000 -1.450000 0.284165
-1.900000 -1.400000 0.297336
-1.900000 -1.350000 0.311181
-1.900000 -1.300000 0.325730
-1.900000 -1.250000 0.341009
-1.900000 -1.200000 0.357043
-1.900000 -1.150000 0.373852
-1.900000 -1.100000 0.391456
-1.900000 -1.050000 0.409863
-1.900000 -1.000000 0.429080
-1.900000 -0.950000 0.449098
-1.900000 -0.900000 0.469899
-1.900000 -0.850000 0.491449
-1.900000 -0.800000 0.513693
-1.900000 -0.750000 0.536555
-1.900000 -0.700000 0.559930
-1.900000 -0.650000 0.583682
-1.900000 -0.600000 0.607640
-1.900000 -0.550000 0.631593
-1.900000 -0.500000 0.655286
-1.900000 -0.450000 0.678424
-1.900000 -0.400000 0.700672
-1.900000 -0.350000 0.721657
-1.900000 -0.300000 0.740985
-1.900000 -0.250000 0.758246
-1.900000 -0.200000 0.773040
-1.900000 -0.150000 0.784994
-1.900000 -0.100000 0.793785
-1.900000 -0.050000 0.799165
-1.900000 0.000000 0.800977
-1.900000 0.050000 0.799165
-1.900000 0.100000 0.793785
-1.900000 0.150000 0.784994
-1.900000 0.200000 0.773040
-1.900000 0.250000 0.758246
-1.900000 0.300000 0.740985
-1.900000 0.350000 0.721657
-1.900000 0.400000 0.700672
-1.900000 0.450000 0.678424
-1.900000 0.500000 0.655286
-1.900000 0.550000 0.631593
-1.900000 0.600000 0.607640
-1.900000 0.650000 0.583682
-1.900000 0.700000 0.559930
-1.900000 0.750000 0.536555
-1.900000 0.800000 0.513693
-1.900000 0.850000 0.491449
-1.900000 0.900000 0.469899
-1.900000 0.950000 0.449098
-1.900000 1.000000 0.429080
-1.900000 1.050000 0.409863
-1.900000 1.100000 0.391456
