5.000000e-02 4.860348e-01
1.100000e-01 4.650237e-01
1.320000e-01 4.659404e-01
1.584000e-01 4.659613e-01
1.900800e-01 4.575754e-01
2.280960e-01 4.489041e-01
2.737152e-01 4.368833e-01
3.284582e-01 4.250909e-01
3.941499e-01 4.131456e-01
4.729799e-01 3.942927e-01
5.675758e-01 3.772737e-01
6.810910e-01 3.530127e-01
8.173092e-01 3.315408e-01
9.807710e-01 3.055752e-01
1.176925e+00 2.784057e-01
1.412310e+00 2.469714e-01
1.694772e+00 2.150688e-01
2.033727e+00 1.824829e-01
2.440472e+00 1.477351e-01
2.928567e+00 1.154779e-01
3.514280e+00 8.660295e-02
4.217136e+00 6.145325e-02
5.060563e+00 4.004215e-02
6.072676e+00 2.409728e-02
7.287211e+00 1.328271e-02
8.744653e+00 6.540216e-03
1.049358e+01 2.706744e-03
1.259230e+01 9.648848e-04
1.511076e+01 2.770022e-04
1.813291e+01 5.884628e-05
