-7.000000 0.000045
-6.700000 0.000066
-6.400000 0.000097
-6.100000 0.000142
-5.800000 0.000204
-5.500000 0.000291
-5.200000 0.000411
-4.900000 0.000574
-4.600000 0.000795
-4.300000 0.001089
-4.000000 0.001477
-3.700000 0.001984
-3.400000 0.002638
-3.100000 0.003474
-2.800000 0.004528
-2.500000 0.005843
-2.200000 0.007465
-1.900000 0.009442
-1.600000 0.011825
-1.300000 0.014661
-1.000000 0.017997
-0.700000 0.021872
-0.400000 0.026317
-0.100000 0.031350
0.200000 0.036974
0.500000 0.043173
0.800000 0.049909
1.100000 0.057123
1.400000 0.064729
1.700000 0.072617
2.000000 0.080657
2.300000 0.088695
2.600000 0.096564
2.900000 0.104085
3.200000 0.111075
3.500000 0.117355
3.800000 0.122757
4.100000 0.127129
4.400000 0.130348
4.700000 0.132318
5.000000 0.132981
5.300000 0.132318
5.600000 0.130348
5.900000 0.127129
6.200000 0.122757
6.500000 0.117355
6.800000 0.111075
7.100000 0.104085
7.400000 0.096564
7.700000 0.088695
8.000000 0.080657
8.300000 0.072617
8.600000 0.064729
8.900000 0.057123
9.200000 0.049909
9.500000 0.043173
9.800000 0.036974
10.100000 0.031350
10.400000 0.026317
10.700000 0.021872
11.000000 0.017997
11.300000 0.014661
11.600000 0.011825
11.900000 0.009442
12.200000 0.007465
12.500000 0.005843
12.800000 0.004528
13.100000 0.003474
13.400000 0.002638
13.700000 0.001984
14.000000 0.001477
14.300000 0.001089
14.600000 0.000795
14.900000 0.000574
15.200000 0.000411
15.500000 0.000291
15.800000 0.000204
16.100000 0.000142
16.400000 0.000097
16.700000 0.000066
