0.050000 0.959800 0.009315
0.150000 0.853000 0.008833
0.250000 0.789300 0.008526
0.350000 0.694700 0.008040
0.450000 0.629600 0.007681
0.550000 0.577500 0.007377
0.650000 0.536600 0.007126
0.750000 0.476700 0.006738
0.850000 0.429400 0.006411
0.950000 0.383300 0.006071
1.050000 0.340200 0.005733
1.150000 0.316500 0.005536
1.250000 0.291200 0.005317
1.350000 0.258500 0.005018
1.450000 0.230100 0.004741
1.550000 0.210700 0.004542
1.650000 0.194100 0.004363
1.750000 0.180100 0.004205
1.850000 0.159800 0.003965
1.950000 0.144400 0.003772
2.050000 0.128200 0.003557
2.150000 0.119500 0.003436
2.250000 0.105500 0.003231
2.350000 0.096700 0.003095
2.450000 0.081900 0.002850
2.550000 0.083900 0.002884
2.650000 0.071700 0.002668
2.750000 0.065500 0.002551
2.850000 0.058500 0.002412
2.950000 0.052400 0.002283
3.050000 0.044400 0.002102
3.150000 0.038000 0.001946
3.250000 0.038100 0.001948
3.350000 0.033800 0.001835
3.450000 0.033500 0.001827
3.550000 0.028100 0.001674
3.650000 0.022500 0.001498
3.750000 0.026000 0.001610
3.850000 0.019000 0.001377
3.950000 0.019400 0.001391
4.050000 0.016300 0.001276
4.150000 0.014800 0.001216
4.250000 0.015700 0.001252
4.350000 0.011700 0.001081
4.450000 0.011400 0.001067
4.550000 0.010500 0.001024
4.650000 0.011000 0.001048
4.750000 0.008300 0.000911
4.850000 0.008600 0.000927
4.950000 0.007900 0.000888
5.050000 0.005100 0.000714
5.150000 0.005200 0.000721
5.250000 0.004900 0.000700
5.350000 0.004800 0.000693
5.450000 0.004600 0.000678
5.550000 0.003100 0.000557
5.650000 0.002800 0.000529
5.750000 0.003200 0.000566
5.850000 0.003200 0.000566
5.950000 0.002300 0.000480
6.050000 0.001700 0.000412
6.150000 0.001900 0.000436
6.250000 0.003000 0.000548
6.350000 0.000600 0.000245
6.450000 0.001900 0.000436
6.550000 0.001500 0.000387
6.650000 0.001400 0.000374
6.750000 0.000900 0.000300
6.850000 0.001200 0.000346
6.950000 0.000400 0.000200
7.050000 0.000600 0.000245
7.150000 0.000600 0.000245
7.250000 0.000700 0.000265
7.350000 0.000600 0.000245
7.450000 0.000500 0.000224
7.550000 0.000500 0.000224
7.650000 0.000500 0.000224
7.750000 0.000400 0.000200
7.850000 0.000200 0.000141
7.950000 0.000400 0.000200
8.050000 0.000100 0.000100
8.150000 0.000500 0.000224
8.250000 0.000100 0.000100
8.350000 0.000500 0.000224
8.450000 0.000100 0.000100
8.550000 0.000100 0.000100
8.650000 0.000200 0.000141
8.750000 0.000200 0.000141
8.950000 0.000100 0.000100
9.050000 0.000100 0.000100
9.150000 0.000200 0.000141
9.350000 0.000100 0.000100
9.450000 0.000100 0.000100
9.750000 0.000100 0.000100
9.850000 0.000100 0.000100


1.050000 0.936600 0.009213
1.150000 0.867800 0.008902
1.250000 0.790100 0.008530
1.350000 0.698600 0.008061
1.450000 0.648600 0.007788
1.550000 0.577000 0.007374
1.650000 0.528400 0.007074
1.750000 0.492000 0.006840
1.850000 0.428100 0.006401
1.950000 0.380500 0.006050
2.050000 0.347400 0.005791
2.150000 0.325700 0.005613
2.250000 0.290400 0.005310
2.350000 0.259700 0.005029
2.450000 0.227100 0.004711
2.550000 0.214500 0.004581
2.650000 0.188300 0.004298
2.750000 0.175400 0.004151
2.850000 0.158200 0.003946
2.950000 0.140900 0.003727
3.050000 0.123500 0.003492
3.150000 0.113300 0.003347
3.250000 0.103800 0.003205
3.350000 0.095800 0.003080
3.450000 0.086200 0.002923
3.550000 0.073200 0.002696
3.650000 0.065900 0.002559
3.750000 0.065600 0.002553
3.850000 0.059600 0.002434
3.950000 0.051600 0.002266
4.050000 0.044400 0.002102
4.150000 0.042000 0.002045
4.250000 0.040400 0.002006
4.350000 0.034700 0.001860
4.450000 0.031000 0.001758
4.550000 0.027400 0.001653
4.650000 0.028800 0.001695
4.750000 0.023300 0.001525
4.850000 0.020300 0.001423
4.950000 0.017900 0.001337
5.050000 0.016000 0.001264
5.150000 0.014500 0.001203
5.250000 0.014400 0.001199
5.350000 0.013700 0.001170
5.450000 0.011500 0.001072
5.550000 0.008800 0.000938
