-0.850000 0.000000
-0.550000 0.000000
-0.250000 0.000000
0.050000 0.000000
0.350000 0.000000
0.650000 0.000000
0.950000 0.000003
1.250000 0.007863
1.550000 0.275730
1.850000 0.941990
2.150000 0.993503
2.450000 0.605890
2.750000 0.290670
3.050000 0.127193
3.350000 0.053250
3.650000 0.021833
3.950000 0.009137
4.250000 0.003737
4.550000 0.001480
4.850000 0.000580
5.150000 0.000267
5.450000 0.000107
5.750000 0.000037
6.050000 0.000037
6.350000 0.000017
6.650000 0.000007
6.950000 0.000000
7.250000 0.000000
7.550000 0.000000
7.850000 0.000000
8.150000 0.000000
8.450000 0.000000
8.750000 0.000000
9.050000 0.000000
9.350000 0.000000
9.650000 0.000000
9.950000 0.000000
10.250000 0.000000
10.550000 0.000000
10.850000 0.000000
11.150000 0.000000
11.450000 0.000000
11.750000 0.000000
12.050000 0.000000
12.350000 0.000003
12.650000 0.000000
12.950000 0.000000
13.250000 0.000000
13.550000 0.000000
13.850000 0.000000
